Mesocosm;Clim;Ferti;Plant;H;NMP;PO4;DOC;MBC;NO3;NH4;TDN;DON;MBN;MBP;AG;BG;CB;XYL;LAP;NAG;PHOS;SIR;DEA;NEA;pH;SOM;BBM_MS;ABM_MS;ABM_MF;Soil_N;Soil_C;ABM_N;ABM_C;BBM_N;BBM_C;BBM_CN;ABM_CN;St_ABM_N;St_ABM_C;St_BBM_N;St_BBM_C;NP.Mic;CP.Mic;CN.Mic;NP.min;DNP;DCP;DCN;EEC;EEN;EEP;EEA;DCN.MicCN;DCP.MicCP;DNP.MicNP;logCN.Mic;logNO3;logNH4;logDON;MF_Mic_mean;Ascomycota;Basidiomycota;Blastocladiomycota;Chytridiomycota;Mucoromycota;Olpidiomycota;Zoopagomycota;Unknown.x;Fungi_shannon;Fungi_Richness;Acidobacteria;Actinobacteria;Armatimonadetes;Bacteroidetes;Chlamydiae;Chloroflexi;Cyanobacteria;Deinococcus-Thermus;Elusimicrobia;Firmicutes;Fusobacteria;Gemmatimonadetes;Ignavibacteriae;Nitrospirae;Planctomycetes;Proteobacteria;Spirochaetes;Tenericutes;Verrucomicrobia;Unknown.y;GP;GN;GPGN;Bact_shannon;Bact_Richness
16;Drought;NF;NP;0.151340996;2.628053801;1.409766186;96.63890051;491.1644948;73.41281341;10.1655621;91.54011924;7.961743727;108.2692658;8.774173704;21.63877679;325.4221095;88.98791746;68.9955722;319.3680956;136.7273503;811.6415156;13.50015653;1.67449416;0.423928571;5.8;0.074492099;NA;NA;NA;0.294925958;3.031948328;NA;NA;NA;NA;NA;NA;0;0;0;0;12.3395398190763;55.9784329977518;4.53650896374694;59.2852746363148;64.9328379053631;68.5495945850414;1.05569996316732;505.04437595;456.0954459;811.6415156;1772.78133745;0.232711975575016;1.22457151645875;5.26217661739544;1.71136415118243;4.30962815026301;2.41283422885245;2.1929648204407;-0.234257373525783;0.512129207983998;0.159339490147678;0;0.0973741328680258;0.166531897689067;0.00278758990509427;0.0374515895646253;0.0243860918415115;3.59177392828805;181;0.031544902751318;0.321252935182313;4.43046386956714e-05;0.10389437774135;0.00128483452217447;0.0213991404900093;0;4.43046386956714e-05;0.000398741748261043;0.0127154313056577;0;0.031544902751318;0;0.0140445704665278;0.0148863586017456;0.342164724646671;0.000221523193478357;0;0.0752292765052501;0.0293296708165346;0.355411811616676;0.615258517566789;0.577662562108447;5.73023531010434;1305
17;Drought;F;NP;0.134241245;1.682863249;3.362676016;93.42349274;380.7107835;243.0692302;65.15969284;239.1748385;0;211.8816339;10.22192996;18.49831368;230.4214905;63.52736554;55.91132371;204.4464071;103.971646;544.1302724;10.62047205;1.471481445;1.616071429;5.54;0.074157303;NA;NA;NA;0.333532125;3.265858889;NA;NA;NA;NA;NA;NA;0;0;0;0;20.7281437780464;37.2445110649144;1.79680879598881;91.6617960140707;71.126340260548;27.782484038153;0.390607529311659;368.35849343;308.4180531;544.1302724;1220.90681893;0.217389591025851;0.745948416123123;3.43138975791356;1.02847905149301;5.49745191537723;4.19207140802026;0;-0.0200769338589006;0.528435573918833;0.202181967185125;0.00223660173123218;0.0783835003670758;0.120964299738779;0.00640248587184784;0.039917365249014;0.0214782059380926;3.37702373873062;171;0.0445261618891498;0.312746444552745;0;0.0994639138717824;0.00119622524478313;0.0234814585087059;0.000132913916087014;0;0.0003101324708697;0.015639537459572;0;0.0472287448495858;0;0.0194497363873997;0.0190509946391387;0.294049887023171;4.43046386956714e-05;4.43046386956714e-05;0.0877674892561251;0.0348677506534933;0.351867440521023;0.613087590270701;0.573926868044515;5.81839888834939;1287
18;Normal;F;P;0.171026157;2.641191327;2.335571575;66.28961521;605.5192164;20.39439411;8.452402353;34.59836272;5.751566259;109.435462;11.82082294;8.755527253;412.7683455;64.26448209;57.41190913;249.5806614;112.3674922;827.9963852;16.27517665;1.213068419;0.6025;5.61;0.07038835;1.56;2.1;11.18;0.364254296;3.792584419;3.881645203;48.052845;0.52158457;10.730443;20.5727769132434;12.379504691171;2.037863731575;25.227743625;0.2034179823;4.18487277;9.25785476658193;51.2247936944397;5.53311701101056;12.3510650548143;14.8136597868982;28.3826091735168;1.91597549706248;543.200263973;361.9481536;827.9963852;1733.144802773;0.346274169378635;0.554079521390002;1.60011797121414;1.87688416646059;3.06312893023432;2.2462689264466;1.90977451633807;0.0349152407879628;0.730352821296649;0.0915806903579163;0;0.0179594956056553;0.105082155139473;0.030951471150172;0.00751496624633805;0.0165584002037962;2.65706137188739;134;0.0381462939169731;0.323468167117097;0;0.11350848433831;0.00168357627043552;0.0204687430774002;0;0.000132913916087014;0.0003101324708697;0.0141774843826149;0;0.0296841079260998;0;0.0122280802800053;0.0182535111426166;0.31872757077666;8.86092773913429e-05;0;0.0786407336848168;0.0304815914226222;0.358247308493199;0.611271100084179;0.586069435384504;5.81654345080121;1319
19;Drought;NF;P;0.120967742;2.193034278;0.767574859;67.30601305;461.8943656;23.15394238;3.612497697;32.87993081;6.113490733;66.19996888;9.533210599;8.670140007;162.8554585;32.23325825;33.77243021;167.8720324;66.43381536;373.3776738;12.2444617;2.235925127;0.4525;5.81;0.075688073;0.12;0.83;3.65;0.355742633;3.698746681;3.98243928;47.54911423;1.076071501;32.09243011;29.8236967340705;11.9396959719622;0.8263561506;9.866441202725;0.03228214503;0.9627729033;6.94414208020791;48.4510817004768;6.97725955788999;34.8714392650528;42.8361226588845;87.6865783979514;2.04702416920931;237.531286967;234.30584776;373.3776738;845.214808527;0.293385125237961;1.80979609371835;6.16867024955831;2.07659493868345;3.18444761232413;1.52876951007113;1.961993084374;-0.501507996949355;0.445615061945176;0.187396351575456;0.000390205833577212;0.0213637693883524;0.28543556726173;0.000292654375182909;0.034435664813189;0.025070724807336;3.58940391754319;152;0.0388994727747995;0.338576048912321;4.43046386956714e-05;0.0917106021000399;0.000531655664348057;0.021842186876966;8.86092773913428e-05;0;0.000177218554782685;0.0110761596739179;0;0.0272916574365336;0;0.0130255637765274;0.0204687430774002;0.321252935182314;0;0;0.0842674227991671;0.0307474192547962;0.371494395463205;0.597669576004608;0.621571534469978;5.89591085444878;1361
20;Normal;NF;NP;0.239520958;1.626891008;0.786616528;75.53507693;532.1851791;39.85742396;0.275932593;48.53708356;8.40372701;122.0500723;11.70634373;17.0218606;283.4632865;91.44956484;76.97076386;230.4448481;120.1339569;546.8555283;15.16526277;1.979181212;0.547428571;5.75;0.081364829;NA;NA;NA;0.327679127;3.392383814;NA;NA;NA;NA;NA;NA;0;0;0;0;10.4259771552086;45.4612636852754;4.36038397250503;51.0202304737233;61.7036152080445;96.0252858175388;1.55623435504991;468.9054758;350.578805;546.8555283;1366.3398091;0.356903053690442;2.11224409603556;5.91825728077856;1.67903560917831;3.71008854188073;0.243677356724706;2.24110610111993;-0.0032892739955296;0.598011961924017;0.25873978603319;0;0.0407295088872041;0.0549869429702636;0.0120461629180355;0.0279883750315896;0.00749726223570035;2.96880389926499;155;0.0413805325417571;0.231491737184883;4.43046386956714e-05;0.0975588144078685;0.00252536440565327;0.018740862168269;4.43046386956714e-05;0;0.00137344379956582;0.0117407292543529;0;0.0750077533117717;0;0.0220637100704444;0.0101014576226131;0.384918700987993;0.000974702051304771;4.43046386956714e-05;0.0741216605378583;0.0278676177395774;0.261973328607505;0.710070444375526;0.368939913895302;5.89906999686898;1323
21;Drought;NF;NP;0.10515873;2.380200962;0.602856124;90.26031702;257.5809182;113.3918549;3.870888572;100.2802828;0;39.93105849;7.443841923;14.14809876;346.5010376;95.05807588;87.22526689;389.0734965;118.3943163;785.3791427;12.80725723;1.97304933;1.500576923;5.78;0.086474501;NA;NA;NA;0.408064961;3.43824625;NA;NA;NA;NA;NA;NA;0;0;0;0;5.36430769259365;34.6032224843633;6.45064087806504;194.511988522157;166.341982452848;149.721158045332;0.9000803996536;542.93247913;507.4678128;785.3791427;1835.77943463;0.139533484605268;4.32679812156189;31.0090307986083;2.00830005259297;4.7396298779844;1.58327637876723;0;-0.483790804916032;0.377112448570166;0.20905165085518;0.000357033561154749;0.0988302900472644;0.188445713897106;0.00601856574518005;0.10379475670713;0.0163895406168187;3.36374752601262;184;0.0596340436843738;0.26693544814142;0;0.0881662310043861;0.00110761596739179;0.0233042399539232;8.86092773913428e-05;0;0.000841788135217757;0.0206459616321829;0;0.0316335120287094;0;0.0132027823313101;0.0328297372734925;0.300296841079261;8.86092773913428e-05;0;0.116831332240486;0.0443932479730628;0.310885649727527;0.644632493022019;0.482268041237114;5.82304498144168;1362
22;Normal;F;P;0.173038229;1.778614729;1.786111475;63.82832187;554.3825204;22.07457045;6.510494846;31.72052125;3.135455961;105.6658838;12.0252775;17.67423438;292.1650299;57.06618835;64.81111123;210.9677465;113.2433069;703.479869;15.90770933;1.661042465;0.09;5.72;0.080291971;1.44;2.09;10.86;0.367256314;3.646073103;4.208886623;44.59661484;0.547835708;8.478151321;15.4757187185761;10.5958223241976;2.1991432605175;23.3017312539;0.19722085488;3.05213447556;8.7869809075092;46.1014326197462;5.24656114597321;16.0040768429641;17.7595417161742;35.735911651315;2.01220911116018;431.71656386;324.2110534;703.479869;1459.40748626;0.383529145124815;0.775158376228174;2.02111987076212;1.8320310956793;3.13873116483103;2.01630135521647;1.41959759107849;-0.123004030802736;0.45814072932717;0.292073275124123;0.000513610683102209;0.0244821092278719;0.164697825714775;0.0337271015237117;0.00719054956343091;0.019174798835816;3.40887596162654;129;0.0340259625182757;0.336626644809712;0;0.093571396925258;0.000886092773913428;0.018873776084356;4.43046386956714e-05;4.43046386956714e-05;0.000132913916087014;0.0104558947321785;0;0.0399627841034957;0;0.0107217225643525;0.0134243055247884;0.34442426122015;0;0;0.0706658987195959;0.0261397368304462;0.366000620264942;0.607815338265916;0.6021575916612;5.8237628117414;1319
23;Drought;F;P;0.109090909;2.084630077;1.882086168;44.88390045;507.7926795;65.55580037;33.03244754;90.83429386;0;75.0136749;7.700397587;26.28605574;282.7205853;75.10392535;82.3686437;346.6613737;125.7011802;868.4654458;12.18596926;1.616250473;0.6685;5.59;0.079365079;0.55;1.26;5.43;0.365810007;3.421651363;4.040743351;46.46488571;0.88284868;15.04764938;17.0444264355699;11.4990935265663;1.272834155565;14.63643899865;0.1213916935;2.06905178975;9.74153270042055;65.9436962524205;6.7693347936484;52.3824305104823;48.2625585397746;23.8479519233149;0.494129458629118;466.47921009;472.3625539;868.4654458;1807.30720979;0.0729952755613084;0.361641116264234;4.95430852864571;2.05018454857156;4.19804069911971;3.52731440893559;0;-0.397615998132889;0.419499381953028;0.167181705809641;0.00030902348578492;0.0377008652657602;0.277503090234858;0.0129789864029667;0.0452719406674908;0.0395550061804697;3.41944252887389;149;0.036817154756103;0.36356386513668;0;0.0823180186965575;0.000443046386956714;0.0259182136369678;0;0;0.000265827832174028;0.0128483452217447;0;0.0326525187187099;0;0.0106331132869611;0.0215320544060963;0.298657569447521;0;0;0.0875902707013424;0.0267600017721858;0.402330423995392;0.570909574232422;0.70471829892907;5.81259794754645;1290
24;Drought;F;NP;0.123772102;3.588027778;4.675577959;94.74976573;413.0460486;288.0419564;119.5771852;274.5139426;0;197.2114448;10.19883715;16.05890646;286.9358862;72.59936148;68.18191775;284.7228602;117.2371314;824.8891895;11.92258424;1.096163353;0.547692308;5.44;0.073991031;NA;NA;NA;0.426642835;3.667984962;NA;NA;NA;NA;NA;NA;0;0;0;0;19.3366598465591;40.4993277689506;2.09443244543382;87.1804823220573;58.712301453896;20.2648242764548;0.345154657109937;443.77607189;401.9599916;824.8891895;1670.62525299;0.164796271115083;0.500374336879514;3.03632074617808;1.12960451143187;5.66657185542982;4.79229008895067;0;-0.123316167940905;0.520435279621135;0.088332665271159;0;0.14119865199899;0.203120592645378;0.00426075208955002;0.0266482578423077;0.0160038005314803;3.22377526073309;200;0.0402286119356697;0.407868503832351;0;0.0725266935448141;0.0015506623543485;0.0154180142660937;4.43046386956714e-05;0;0.000221523193478357;0.0242346373665323;0;0.0251207301404458;0;0.0111647689513092;0.0112976828673962;0.274865978467946;8.86092773913429e-05;0;0.0803243099552523;0.035044969208276;0.447521155464977;0.517389570688051;0.864959753382428;5.64593745378922;1227
25;Drought;F;NP;0.123015873;2.125194917;3.285722074;88.88131222;445.8389543;279.7306615;86.60424706;257.4257611;0;205.2349691;7.457052948;15.06185162;319.9195489;90.937107;79.6968939;421.5008794;130.7863356;912.8216611;12.22182035;1.357772355;1.795;5.49;0.083710407;NA;NA;NA;0.395399332;3.306329489;NA;NA;NA;NA;NA;NA;0;0;0;0;27.5222625521312;59.7875537975864;2.17233425792447;111.492968762884;78.3467850604336;27.0507700341791;0.34526968800715;505.61540142;552.287215;912.8216611;1970.72427752;0.158939484910132;0.452448182204624;2.84666948845624;1.15446767587665;5.63739570967888;4.4728294791872;0;0.174328816707126;0.384738941950638;0.33630978082523;0.000189986010121073;0.0681013489006719;0.123473635123232;0.00455966424290575;0.0652515587488558;0.0173750841983458;3.17341030903647;201;0.0659253023791591;0.348323069425369;0;0.0624252359222011;0.000797483496522086;0.018342120420008;0.000177218554782685;8.86092773913428e-05;8.86092773913428e-05;0.0247662930308803;0;0.0221966239865314;0;0.0112090735900049;0.0313676841965354;0.270258296043596;4.43046386956714e-05;0;0.0971600726596074;0.0468300031013245;0.391520092153649;0.561472686190244;0.697309240116784;5.83982474816396;1333
26;Normal;F;NP;0.244247788;0.890742208;1.77129662;70.86090653;507.9335877;120.8692607;32.3419892;132.520849;0;145.5890602;10.5887766;20.44366078;419.8297667;118.2351347;99.29911348;523.1829242;190.9519327;1082.826756;15.05839512;1.46267755;1.594807692;5.51;0.074941452;NA;NA;NA;0.345398366;2.931155682;NA;NA;NA;NA;NA;NA;0;0;0;0;13.7493749938968;47.9690531671053;3.48881699629242;86.49666474269;74.8157296207114;40.0051045826531;0.534715156631693;657.80767566;714.1348569;1082.826756;2454.76928856;0.153265464253338;0.833977365433733;5.4413913107993;1.5015891918252;4.80294883651685;3.50681753961;0;0.287007049322146;0.184622115279449;0.705435852564803;0.000109373291042327;0.0408181122169966;0.0505742097779722;0.00297495351635131;0.0124029312042;0.00306245214918555;2.12957907027887;153;0.0761596739178591;0.265429090425768;0;0.0727482167382925;0.00234814585087058;0.018209206503921;8.86092773913429e-05;4.43046386956714e-05;4.43046386956714e-05;0.0240574188117496;0;0.0321208630543618;0;0.0167914580656595;0.0313233795578397;0.305081742058393;0.000443046386956714;4.43046386956714e-05;0.112445173009614;0.042621062425236;0.307740020380134;0.649506003278543;0.473806275579809;5.90394218860347;1382
27;Drought;NF;P;0.160320641;2.561759588;0.670946922;55.05687235;560.7546585;70.27847127;1.881102406;65.43824385;0;106.1215745;15.5458958;32.2755117;460.4382475;136.0611623;122.7400658;503.0439492;179.583024;1122.630399;17.59320967;2.119627193;0.669;5.74;0.085918854;0.06;0.16;0.93;0.484167904;3.484956741;4.241223812;41.70801544;1.062790871;23.48146629;22.0941550503777;9.83395767089501;0.16964895248;1.6683206176;0.015941863065;0.35222199435;6.82634026789244;36.0709132310021;5.28407782434476;107.548855669391;97.5311782561542;82.0584617720327;0.841356202593141;751.5149873;682.6269732;1122.630399;2556.7723595;0.159224793911409;2.27492055015412;14.2874768072858;1.83801910484004;4.26659433610316;1.05817300076744;0;0.481359851575636;0.404119923899495;0.284655251590894;0;0.0370661943187036;0.200879092042249;0.00203372039624746;0.0492029128124385;0.0220429049399726;3.65515395893383;179;0.0631784147800274;0.243852731380976;4.43046386956714e-05;0.0763368924726418;0.000354437109565372;0.0192725178326171;0.000177218554782685;4.43046386956714e-05;0.000398741748261042;0.0126268220282664;0;0.0354437109565372;0;0.0159939745691374;0.0354880155952328;0.345842009658411;0.000177218554782686;4.43046386956714e-05;0.111957821983962;0.0387665588587126;0.275796375880555;0.685215542067255;0.402495797232639;5.88880436332243;1377
28;Normal;F;P;0.188866799;2.831209411;2.034067147;57.87034655;519.9579705;33.5543323;6.198331324;38.11043919;0;101.6137146;12.04479126;23.440329;480.120286;141.6845047;122.0500769;537.4756512;185.7959947;1279.941498;17.72950901;1.950814171;0.25875;5.69;0.080882353;0.97;2;12.16;0.513513267;3.50571537;4.264461517;46.96388245;0.747286737;13.26916504;17.7564573048217;11.0128517428945;2.1322307585;23.481941225;0.1812170337225;3.2177725222;8.43632009941532;43.1686991726248;5.1170058347616;19.5434372373745;18.7360772461264;28.4505585940718;1.51849067552034;767.2951966;723.2716459;1279.941498;2770.5083405;0.296753751032431;0.659055267806485;2.2208826864482;1.81107273411997;3.54253293453797;1.97384923860583;0;0.26806663312877;0.47484318697451;0.328573335112772;0;0.0228212998798879;0.139463499265982;0.00467102629120512;0.0121446683571333;0.0174829841185101;3.29801694157544;158;0.0610960967613309;0.245314784457933;8.86092773913429e-05;0.0691152363652474;0.000443046386956714;0.0193611271100084;4.43046386956714e-05;0;0.000132913916087014;0.0170572858978335;0;0.0448362943600195;0;0.0124496034734837;0.0318107305834921;0.331797439191883;0.000132913916087014;0;0.124894776483098;0.0414248371804529;0.281733197465775;0.676797660715077;0.416273893689447;5.90810694625629;1364
29;Normal;NF;P;0.242424242;1.938946023;0.397191575;56.71978019;495.037915;12.45797802;0;17.83991623;5.381938215;111.9091318;16.53081645;24.76041967;501.6850902;135.3118384;139.4517951;555.5325929;192.9142303;1170.455874;16.52552357;2.077427386;0.504;5.94;0.088;0.21;1.15;2.54;0.476419955;4.897301674;5.009401321;47.5699501;0.639837861;15.80991077;24.7092454724245;9.49613477773904;1.4402028797875;13.67636065375;0.0335914877025;0.830020315425;6.76972804933661;29.9463681359792;4.4235703292267;31.3651618114005;44.9151425983796;142.802072752928;3.17937480528181;801.20914337;748.4468232;1170.455874;2720.11184057;0.718734996542398;4.76859404467675;6.63470412268349;1.6907543309123;2.59957209153549;0;1.85347184667475;0.385171702947134;0.475629893996698;0.232408245885048;5.32679912640494e-05;0.0341447824002557;0.122622915889842;0.11878762051883;0.00932189847120865;0.00703137484685457;3.16052578787344;147;0.0579504674139382;0.20225067564574;4.43046386956714e-05;0.0996854370652607;0.00203801338000089;0.0228168889282708;8.86092773913429e-05;4.43046386956714e-05;0.00177218554782686;0.0172345044526162;0;0.0509946391387178;4.43046386956714e-05;0.0197155642195738;0.0340702671569713;0.347348367374064;0.000487351025652386;0;0.103805768463958;0.0396083469939305;0.242346373665323;0.71791236542466;0.337570970130832;6.00213026299606;1441
30;Drought;NF;NP;0.111111111;2.41415161;0.565326633;91.46997733;277.3658687;135.275472;5.288066465;112.5886693;0;44.71418026;7.951654543;21.3520385;339.7971282;94.25136925;90.76394955;430.921679;147.285387;1005.672803;12.31366628;1.910109604;1.842142857;5.74;0.090909091;NA;NA;NA;0.408417672;3.569403648;NA;NA;NA;NA;NA;NA;0;0;0;0;5.62325488591086;34.8815290201673;6.20308517537832;248.641281446579;199.156846197975;161.800226613417;0.812426133985758;546.1644855;578.207066;1005.672803;2130.0443545;0.13097130073443;4.63856462599072;35.4166492962937;1.97450943082389;4.91467836652901;1.83865362520463;0;-0.352106349668924;0.391767967583706;0.244686144878084;0;0.0619179640292884;0.190256155067415;0.00784341603279543;0.0791687400772494;0.0243596123314612;3.45584229203188;173;0.0563998050595897;0.27451154135838;0;0.0809888795356873;0.000974702051304771;0.0208231801869656;8.86092773913429e-05;0;0.000487351025652386;0.0192282131939214;0;0.0336272207700146;0;0.0140888751052235;0.0316335120287094;0.303752602897523;0.0003101324708697;8.86092773913429e-05;0.122679544548314;0.0403172212130611;0.314562934739267;0.644942625492889;0.487737858075153;5.80454507760906;1362
31;Normal;F;NP;0.220039293;1.651302084;2.669470479;91.66807938;309.2452899;146.2135836;54.40902294;202.5072272;1.884620674;133.7212704;9.137489045;27.21559587;449.9722704;119.6939623;107.0763146;433.9660782;190.1110487;975.0990625;12.39254134;1.150768459;1.8025;5.5;0.090680101;NA;NA;NA;0.400410354;3.340900421;NA;NA;NA;NA;NA;NA;0;0;0;0;14.6343563030778;33.8435743536369;2.31261106759572;75.1544578290877;75.8604482773154;34.3394242795071;0.452665717897894;703.95814317;624.0771269;975.0990625;2303.13433257;0.195737936326882;1.01465122804964;5.1837229261229;1.19773672059045;4.99188448192855;4.0147424494446;1.05939340916648;-0.134030593799751;0.58868076942495;0.198995304690261;0;0.129348210228707;0.0642702075023981;0.00628565658605543;0.00545261776139749;0.00696723380623054;3.32624171759529;177;0.0757166275309024;0.173364051216162;0;0.0827167604448186;0.000797483496522086;0.0169243719817465;0;0;0.000221523193478357;0.0289309290682735;0;0.0567099375304594;0;0.0164370209560941;0.0333170882991449;0.300562668911435;0.000132913916087014;4.43046386956714e-05;0.162376500819636;0.0517478179965443;0.219219352266182;0.728988525098578;0.300717150844779;5.76493354309217;1307
32;Normal;F;NP;0.219607843;0.344585828;1.622686296;88.63385037;250.9494636;73.75757153;38.94908298;168.3198289;55.61317439;105.8715694;16.82025601;21.63824392;410.9141061;112.1485326;113.4164707;443.8950251;152.0303468;1037.0704;13.73254461;0.953986864;1.105;5.52;0.085427136;NA;NA;NA;0.454749703;3.809829712;NA;NA;NA;NA;NA;NA;0;0;0;0;6.2942900118201;14.9194794330601;2.3703196714868;69.4568351183019;103.729124547928;54.6216792416912;0.526579969509463;658.11735332;595.9253719;1037.0704;2291.11312522;0.222155676233814;3.66109819627185;16.4798768968596;1.21500759787349;4.31425049851241;3.68760571775609;4.03624172119822;-0.215794816599923;0.585391892292636;0.178701699237864;0.000296551110583909;0.114972865573382;0.081403279855283;0.0124551466445242;0.018208238189852;0.00857032709587524;3.71710261839737;168;0.0669000044304638;0.256435248770546;0;0.0783306012139471;0.0006202649417394;0.0158610606530504;8.86092773913429e-05;0;0.000221523193478357;0.0299056311195782;0;0.0508174205839351;0;0.012538212750875;0.0329183465508839;0.264011341987506;0.000221523193478357;4.43046386956714e-05;0.139249479420495;0.0518364272739357;0.302201940543175;0.645828718266802;0.467928929134939;5.80125512412777;1305
